line_0_char0.png,!,80,30,6
line_0_char1.png,"""",80,30,6
line_0_char2.png,#,80,30,6
line_0_char3.png,$,80,30,6
line_0_char4.png,%,80,30,6
line_0_char5.png,&,80,30,6
line_0_char6.png,',80,30,6
line_0_char7.png,(,80,30,6
line_0_char8.png,),80,30,6
line_0_char9.png,*,80,30,6
line_0_char10.png,+,80,30,6
line_0_char11.png,",",80,30,6
line_0_char12.png,-,80,30,6
line_0_char13.png,.,80,30,6
line_0_char14.png,/,80,30,6
line_0_char15.png,0,80,30,6
line_0_char16.png,1,80,30,6
line_0_char17.png,2,80,30,6
line_0_char18.png,3,80,30,6
line_0_char19.png,4,80,30,6
line_0_char20.png,5,80,30,6
line_0_char21.png,6,80,30,6
line_0_char22.png,7,80,30,6
line_0_char23.png,8,80,30,6
line_0_char24.png,9,80,30,6
line_0_char25.png,:,80,30,6
line_0_char26.png,;,80,30,6
line_0_char27.png,<,80,30,6
line_0_char28.png,=,80,30,6
line_0_char29.png,>,80,30,6
line_0_char30.png,?,80,30,6
line_0_char31.png,@,80,30,6
line_0_char32.png,A,80,30,6
line_0_char33.png,B,80,30,6
line_0_char34.png,C,80,30,6
line_0_char35.png,D,80,30,6
line_0_char36.png,E,80,30,6
line_0_char37.png,F,80,30,6
line_0_char38.png,G,80,30,6
line_0_char39.png,H,80,30,6
line_0_char40.png,I,80,30,6
line_0_char41.png,J,80,30,6
line_0_char42.png,K,80,30,6
line_0_char43.png,L,80,30,6
line_0_char44.png,M,80,30,6
line_1_char0.png,N,80,30,6
line_1_char1.png,O,80,30,6
line_1_char2.png,P,80,30,6
line_1_char3.png,Q,80,30,6
line_1_char4.png,R,80,30,6
line_1_char5.png,S,80,30,6
line_1_char6.png,T,80,30,6
line_1_char7.png,U,80,30,6
line_1_char8.png,V,80,30,6
line_1_char9.png,W,80,30,6
line_1_char10.png,X,80,30,6
line_1_char11.png,Y,80,30,6
line_1_char12.png,Z,80,30,6
line_1_char13.png,[,80,30,6
line_1_char14.png,\,80,30,6
line_1_char15.png,],80,30,6
line_1_char16.png,^,80,30,6
line_1_char17.png,_,80,30,6
line_1_char18.png,`,80,30,6
line_1_char19.png,a,80,30,6
line_1_char20.png,b,80,30,6
line_1_char21.png,c,80,30,6
line_1_char22.png,d,80,30,6
line_1_char23.png,e,80,30,6
line_1_char24.png,f,80,30,6
line_1_char25.png,g,80,30,6
line_1_char26.png,h,80,30,6
line_1_char27.png,i,80,30,6
line_1_char28.png,j,80,30,6
line_1_char29.png,k,80,30,6
line_1_char30.png,l,80,30,6
line_1_char31.png,m,80,30,6
line_1_char32.png,n,80,30,6
line_1_char33.png,o,80,30,6
line_1_char34.png,p,80,30,6
line_1_char35.png,q,80,30,6
line_1_char36.png,r,80,30,6
line_1_char37.png,s,80,30,6
line_1_char38.png,t,80,30,6
line_1_char39.png,u,80,30,6
line_1_char40.png,v,80,30,6
line_1_char41.png,w,80,30,6
line_1_char42.png,x,80,30,6
line_1_char43.png,y,80,30,6
line_1_char44.png,z,80,30,6
line_1_char45.png,{,80,30,6
line_1_char46.png,|,80,30,6
line_1_char47.png,},80,30,6
line_1_char48.png,~,80,30,6
line_2_char0.png,¡,80,30,6
line_2_char1.png,¦,80,30,6
line_2_char2.png,§,80,30,6
line_2_char3.png,¨,80,30,6
line_2_char4.png,©,80,30,6
line_2_char5.png,ª,80,30,6
line_2_char6.png,«,80,30,6
line_2_char7.png,»,80,30,6
line_2_char8.png,¿,80,30,6
line_2_char9.png,À,80,30,6
line_2_char10.png,Á,80,30,6
line_2_char11.png,Â,80,30,6
line_2_char12.png,Ã,80,30,6
line_2_char13.png,Ä,80,30,6
line_2_char14.png,Å,80,30,6
line_2_char15.png,Æ,80,30,6
line_2_char16.png,Ç,80,30,6
line_2_char17.png,È,80,30,6
line_2_char18.png,É,80,30,6
line_2_char19.png,Ê,80,30,6
line_2_char20.png,Ë,80,30,6
line_2_char21.png,Ì,80,30,6
line_2_char22.png,Í,80,30,6
line_2_char23.png,Î,80,30,6
line_2_char24.png,Ï,80,30,6
line_2_char25.png,Ð,80,30,6
line_2_char26.png,Ñ,80,30,6
line_2_char27.png,Ò,80,30,6
line_2_char28.png,Ó,80,30,6
line_2_char29.png,Ô,80,30,6
line_2_char30.png,Õ,80,30,6
line_2_char31.png,Ö,80,30,6
line_2_char32.png,×,80,30,6
line_2_char33.png,Ø,80,30,6
line_2_char34.png,Ù,80,30,6
line_2_char35.png,Ú,80,30,6
line_2_char36.png,Û,80,30,6
line_2_char37.png,Ü,80,30,6
line_2_char38.png,Ý,80,30,6
line_2_char39.png,Þ,80,30,6
line_2_char40.png,ß,80,30,6
line_2_char41.png,à,80,30,6
line_2_char42.png,á,80,30,6
line_2_char43.png,â,80,30,6
line_3_char0.png,ã,80,30,6
line_3_char1.png,ä,80,30,6
line_3_char2.png,å,80,30,6
line_3_char3.png,æ,80,30,6
line_3_char4.png,ç,80,30,6
line_3_char5.png,è,80,30,6
line_3_char6.png,é,80,30,6
line_3_char7.png,ê,80,30,6
line_3_char8.png,ë,80,30,6
line_3_char9.png,ì,80,30,6
line_3_char10.png,í,80,30,6
line_3_char11.png,î,80,30,6
line_3_char12.png,ï,80,30,6
line_3_char13.png,ð,80,30,6
line_3_char14.png,ñ,80,30,6
line_3_char15.png,ò,80,30,6
line_3_char16.png,ó,80,30,6
